Alarm_W1,C\Configuration\R\Resource\Global_Variables.VB,,,,,,DWORD,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_W1,POE\Modbus\Modbus.STB,,279,0,Read,,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1,POE\Modbus\ModbusV.VB,,,,,,DWORD,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_W1,POE\StatusControl\MotorsV.VB,,,,,,DWORD,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_W1,POE\StatusControl\StatusControl.AB,,206,0,Read,LD,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X0,POE\StatusControl\StatusControl.AB,,5,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X1,POE\StatusControl\StatusControl.AB,,12,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X10,POE\StatusControl\StatusControl.AB,,75,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X11,POE\StatusControl\StatusControl.AB,,82,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X12,POE\StatusControl\StatusControl.AB,,89,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X2,POE\StatusControl\StatusControl.AB,,19,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X3,POE\StatusControl\StatusControl.AB,,26,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X4,POE\StatusControl\StatusControl.AB,,33,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X5,POE\StatusControl\StatusControl.AB,,40,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X6,POE\StatusControl\StatusControl.AB,,47,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X7,POE\StatusControl\StatusControl.AB,,54,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X8,POE\StatusControl\StatusControl.AB,,61,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W1.X9,POE\StatusControl\StatusControl.AB,,68,0,Write,STN,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W2,C\Configuration\R\Resource\Global_Variables.VB,,,,,,DWORD,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_W2,POE\Modbus\Modbus.STB,,280,0,Read,,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_W2,POE\Modbus\ModbusV.VB,,,,,,DWORD,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_W2,POE\StatusControl\MotorsV.VB,,,,,,DWORD,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_W2,POE\StatusControl\StatusControl.AB,,210,0,Read,LD,DWORD,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_Word1,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_Word1,POE\StatusControl\MotorsV.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_Word1,POE\StatusControl\StatusControl.AB,,208,0,Write,ST,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_Word1,POE\StatusControl\StatusControl.AB,,214,0,Read,LDN,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_Word2,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_Word2,POE\StatusControl\MotorsV.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Alarm_Word2,POE\StatusControl\StatusControl.AB,,212,0,Write,ST,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Alarm_Word2,POE\StatusControl\StatusControl.AB,,215,0,Read,ORN,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
All_Jog_FWD,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
All_Jog_FWD,POE\StatusControl\MotorsV.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
All_Jog_FWD,POE\StatusControl\StatusControl.AB,,243,0,Write,ST,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
All_Jog_FWD,POE\UnwindControl\UnwindControl.GB,IN,494,112,Read,,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
All_Jog_FWD,POE\UnwindControl\UnwindControl.GB,IN,675,113,Read,,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
All_Jog_FWD,POE\UnwindControl\UnwindControlV.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
All_Jog_Rev,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
All_Jog_Rev,POE\StatusControl\MotorsV.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
All_Jog_Rev,POE\StatusControl\StatusControl.AB,,239,0,Write,ST,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
All_Jog_Rev,POE\UnwindControl\UnwindControl.GB,IN,502,113,Read,,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
All_Jog_Rev,POE\UnwindControl\UnwindControl.GB,IN,683,114,Read,,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
All_Jog_Rev,POE\UnwindControl\UnwindControlV.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
At_Park,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1.GB,IN,884,42,Read,-| |-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1.GB,IN,929,42,Read,-| |-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1.GB,IN,976,42,Read,-| |-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1.GB,IN,1079,43,Read,-|/|-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1.GB,IN,1034,28,Read,-|/|-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1.GB,IN,1126,43,Read,-|/|-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1.GB,OUT,1167,100,Write,-(S)-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1.GB,OUT,1194,123,Write,-(R)-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1.GB,OUT,1181,100,Write,-(R)-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Park,POE\ValvePlacer1\ValvePlacer1V.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
At_Roll_Change,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1.GB,IN,892,42,Read,-| |-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1.GB,IN,984,42,Read,-| |-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1.GB,IN,937,42,Read,-| |-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1.GB,IN,1034,43,Read,-|/|-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1.GB,IN,1079,58,Read,-|/|-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1.GB,IN,1126,58,Read,-|/|-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1.GB,OUT,1189,100,Write,-(S)-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1.GB,OUT,1175,100,Write,-(R)-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1.GB,OUT,1202,123,Write,-(R)-,BOOL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
At_Roll_Change,POE\ValvePlacer1\ValvePlacer1V.VB,,,,,,BOOL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Ave_Lower_Vel_Mult,C\Configuration\R\Resource\Global_Variables.VB,,,,,,LREAL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Ave_Lower_Vel_Mult,POE\Length\Length.GB,OUT,716,125,Write,,LREAL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Ave_Lower_Vel_Mult,POE\Length\LengthV.VB,,,,,,LREAL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Ave_Lower_Vel_Mult,POE\UnwindControl\UnwindControl.GB,IN,90,98,Read,,LREAL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Ave_Lower_Vel_Mult,POE\UnwindControl\UnwindControl.GB,IN,113,47,Read,,LREAL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Ave_Lower_Vel_Mult,POE\UnwindControl\UnwindControl.GB,IN,113,147,Read,,LREAL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Ave_Lower_Vel_Mult,POE\UnwindControl\UnwindControlV.VB,,,,,,LREAL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Ave_Upper_Vel_Mult,C\Configuration\R\Resource\Global_Variables.VB,,,,,,LREAL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Ave_Upper_Vel_Mult,POE\Length\Length.GB,OUT,673,118,Write,,LREAL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Ave_Upper_Vel_Mult,POE\Length\LengthV.VB,,,,,,LREAL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
Ave_Upper_Vel_Mult,POE\UnwindControl\UnwindControl.GB,IN,90,47,Read,,LREAL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Ave_Upper_Vel_Mult,POE\UnwindControl\UnwindControl.GB,IN,90,146,Read,,LREAL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Ave_Upper_Vel_Mult,POE\UnwindControl\UnwindControl.GB,IN,113,98,Read,,LREAL,,,VAR_GLOBAL,GLOBAL,Configuration.Resource,,
Ave_Upper_Vel_Mult,POE\UnwindControl\UnwindControlV.VB,,,,,,LREAL,,,VAR_GLOBAL,DEFINITION,Configuration.Resource,,
AX10_ALM,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53828.0,,VAR_GLOBAL,DEFINITION,Configuration.Resource,Alarm On Drive,
AX10_ALM,POE\StatusControl\MotorsV.VB,,,,,,BOOL,%IX53828.0,,VAR_GLOBAL,DEFINITION,Configuration.Resource,Alarm On Drive,
AX10_ALM,POE\StatusControl\StatusControl.AB,,65,0,Read,ANDN,BOOL,%IX53828.0,,VAR_GLOBAL,GLOBAL,Configuration.Resource,Alarm On Drive,
AX10_BRK,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.1,,VAR_GLOBAL,NOT USED,Configuration.Resource,Brake Output Status,
AX10_HBB,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.2,,VAR_GLOBAL,DEFINITION,Configuration.Resource,"HBB, Stop Signal Input",
AX10_HBB,POE\StatusControl\MotorsV.VB,,,,,,BOOL,%IX53825.2,,VAR_GLOBAL,DEFINITION,Configuration.Resource,"HBB, Stop Signal Input",
AX10_HBB,POE\StatusControl\StatusControl.AB,,64,0,Read,LDN,BOOL,%IX53825.2,,VAR_GLOBAL,GLOBAL,Configuration.Resource,"HBB, Stop Signal Input",
AX10_HBB,POE\StatusControl\StatusControl.AB,,116,0,Read,OR,BOOL,%IX53825.2,,VAR_GLOBAL,GLOBAL,Configuration.Resource,"HBB, Stop Signal Input",
AX10_PON,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53828.4,,VAR_GLOBAL,DEFINITION,Configuration.Resource,Main Circuit Power On,
AX10_PON,POE\StatusControl\MotorsV.VB,,,,,,BOOL,%IX53828.4,,VAR_GLOBAL,DEFINITION,Configuration.Resource,Main Circuit Power On,
AX10_PON,POE\StatusControl\StatusControl.AB,,66,0,Read,AND,BOOL,%IX53828.4,,VAR_GLOBAL,GLOBAL,Configuration.Resource,Main Circuit Power On,
AX10_PSET,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53828.7,,VAR_GLOBAL,NOT USED,Configuration.Resource,Positioning Completed,
AX10_SI0_IO12,C\Configuration\R\Resource\Global_Variables.VB,,,,,,BOOL,%IX53825.4,,VAR_GLOBAL,NOT USED,Configuration.Resource,"Configurable by Pn81E.0, default is unallocated",
